yr to habitable,yr to life,yr to complex,yr intelligence,yr culture,yr tech,tech lifespan,mass extinction,yr star life,life?
2375936713,1123382759,1179475650,218030934,29071101,107785,319,3255983783,0,0
2549215264,1411926313,818579859,192111796,25023889,216453,47,4132895811,0,0
2054851972,1395426471,625693404,226941271,25946810,153308,627,3416959997,43245058056,0
2743082723,1218524528,798180772,193098984,24559208,240295,770,3510404650,0,0
1476380978,1054494859,1267067653,178358043,26297040,231936,3690,3987321839,0,0
1394995276,895011321,1226992763,149446848,20813502,239729,579,4212455766,0,0
2082029175,1189113384,1313552739,233831179,28776210,262682,244,4223484277,0,0
1792869489,792103721,1044656549,163524193,13887865,173656,175,3386094633,0,0
1929242800,952174438,966287661,162345520,19666573,171695,661,3022386437,0,0
1695122087,1292498752,1479585947,202817958,19865386,207143,7826,3084989826,103295772552,0
1612856456,648125200,1097771272,172493141,8417682,255946,386,3394827046,0,0
2115006399,1182555184,1384443762,257302624,18369755,216178,317,3019626912,0,0
2358242240,1071631756,1061686707,237632496,22959231,235432,772,3396486439,0,0
2285791977,728863648,1323112713,220553883,17983968,243057,141,3011266429,0,0
1631452687,1010205872,1088412560,217375692,18871470,236538,1961,3247109017,0,0
2525859208,1176115303,1051226487,234686099,15772447,172420,2067,3903212471,0,0
1881093874,1100165740,832777022,160643262,19274223,219207,35,3875358510,0,0
1927440035,1248413125,944569584,234677835,19593888,207158,1,4234662606,0,0
1386929845,1223042083,733412598,214861278,17846999,244558,6447,2984690608,0,0
1580290354,973071933,1086568326,233047323,21523472,175847,281,3661074866,0,0
1881771232,1296245503,831196989,159516360,15622811,105915,190,3866481009,0,0
1167251002,1057012768,803740598,113116023,21472631,214387,1141,3345961550,0,0
1624055786,849371287,1018925758,206958646,16207418,155735,2516,4077881849,0,0
2377656343,873865867,843919995,241790959,26626413,219574,32850,4341467053,0,0
2194260520,673077139,1274687425,258887888,26282204,233801,2464,3798536664,0,0
2312719660,1050983406,701139262,229552311,24951618,225050,588,3997255500,0,0
1910578033,1208560825,1014855346,265926868,15335135,165267,1330,3784942087,0,0
2166162348,880855904,1222199195,216951353,21192999,122793,1246,4264690957,0,0
1973046311,1182549098,769216115,198983072,18070923,193781,218,3939932339,0,0
1504481955,989435201,853167740,159733163,18890731,155616,37594,4472865691,53729982810,1
1626003840,996235277,600393819,194693921,18074740,187955,8494,3928574846,0,0
2028568419,1116330572,1082070424,167947801,13050164,207441,50,3249620747,0,0
2154557679,1163724844,937494436,249499499,18567297,164308,13,3465859041,0,0
2027809492,1071213484,935235307,196842551,25311855,147936,21432,3814180428,0,0
2249765900,770105635,777605741,175156782,20067462,182480,259,3594537988,0,0
2158554670,1054117316,681895109,167436731,23406898,128227,12,2792651217,0,0
1430947082,1135093548,1274146917,236980025,23968774,192631,553,4151282693,0,0
1629666980,859125452,1017370642,236664622,20495651,203876,1388,3777335584,0,0
1960644125,956337971,925204569,195172499,14443598,246953,13861,3695095880,0,0
2302441151,843497999,1122853961,183917061,16293822,163242,8,3497361494,0,0
2362848082,482448431,1061645239,212051159,20619739,233146,1166,3439949999,0,0
2249800765,1303268661,989515458,167761529,22658171,170223,726,4658067134,0,0
1134224086,1374216152,653665729,138425145,23674662,222236,1149,4101819754,0,0
2236126446,1200403586,1158403697,198809036,24079521,247237,1860,4068586319,0,0
1858500419,894185569,988871008,215313262,19781419,183963,1,4326868199,0,0
2061628218,1036905532,1392606800,221645705,15483234,191851,411,4046678035,0,0
1587128316,870492502,827778476,272950940,17766506,106742,739,2802367459,0,0
2003584330,926383845,711331599,267593499,22142029,167389,673,4390192980,0,0
3082055132,993456720,872419806,210886937,16502249,157677,198,3446790088,0,0
2428465631,887360664,1397732772,146540605,19116842,172314,4015,3443272892,0,0
1853547273,1188561469,1224722818,228937225,24279541,121212,60,3579934998,0,0
2287255896,1189115076,936383734,224156844,17156496,134646,616,3834551067,0,0
1465987769,1078754224,680531727,152700711,26686803,220360,1929,4471116398,0,0
2473876110,1136329656,784021551,228182088,20699237,207001,654,3482448250,0,0
2182720267,1103769454,1325194997,198912523,20948546,230858,5884,4123595040,102435576615,0
2119706098,989319347,949828523,274541928,18909017,181361,4452,3351098570,78487662368,0
1992458322,1005179990,1172814962,203839376,11265685,187389,1295,4096881655,0,0
1622480361,1068566630,1069340056,194896847,15817649,154753,826,3276900966,0,0
2183031127,983347047,935140318,253447773,13640792,233107,683,3639319358,0,0
1633152118,1252034413,1208120019,204559300,20218162,231067,3086,3335797612,0,0
2006370895,1065800835,1070051544,184962008,18433344,172316,1057,4630739226,0,0
1609542759,880152049,1295270758,216026053,11263082,306079,341,2871314478,0,0
2642205654,1215231397,1311373326,253896296,15797883,215813,10995,3604110940,0,0
1548092387,968294627,941550447,171742971,24225348,238910,511,3873046249,0,0
1977744271,959301748,1153369309,215956948,16584887,213866,30,4103776323,53518643628,0
2498782129,1074280236,830086862,243667508,19398735,202952,3258,4050250430,0,0
1346095877,1100250174,719975893,164404262,20824096,221993,0,3201738043,3511251844,0
1340806891,803873795,689994108,182044454,17584693,166017,24,3711822521,7381765886,1
1707739699,1131934545,1417615194,212725677,17388337,204410,553,3635996024,0,0
2175635001,1003330317,976002104,187743738,15520594,212466,20282,3550916128,0,0
1900205041,964041302,990193475,152599279,18596733,221909,1251,3894527352,0,0
1987190616,1354466635,1254628465,136515396,22610652,179050,11255,4603042504,13712611584,0
2623289426,1161653049,921973111,228805492,19861761,228817,17,3581144512,127443186875,0
2156574249,789111389,1010120131,245416964,19487613,218793,625,4037262659,0,0
2398750187,1057737808,921548195,156536192,24523918,164353,1509,3974153919,0,0
1755920697,1092279855,913705464,157534302,19038704,206960,414,2095078335,0,0
1841990090,1077305364,1149597821,213110557,16583075,168894,695,4027538776,0,0
2410884169,912668522,1126688958,128677322,20558685,210951,155,3644761601,0,0
2053060498,869861444,880385327,214800250,16991294,209718,1,3918414663,0,0
1360928545,1044384895,1275763195,259862602,23582152,209563,9,2649530530,0,0
1782451411,900546033,687643680,199042117,20647800,212454,119,2635146717,0,0
2168084513,1109194993,1196152891,181809808,17817969,198790,1424,4143100267,0,0
1852300204,947207196,881202836,223715521,17367624,178851,478,3217333739,0,0
1712244108,1131040270,1076458845,256943809,12612469,178377,359,3830407455,0,0
1928664207,720126339,825655788,304856933,14366277,172816,550,3309849479,0,0
2617989156,651065337,1140660560,165666106,19763190,149388,0,3336980423,0,0
1942988259,1208441791,686298559,147036890,15247583,203318,1109,3743753402,0,0
1794940564,734623200,887757746,199835329,25156704,208851,9107,3772470650,125104933107,1
2300822755,1177093540,1024924997,203544775,13697807,232960,249,4440798721,0,0
2212852451,1094550655,804592795,237764869,18207703,231550,0,3404469262,78203428260,0
2229549123,1128191888,1089566548,202062037,24627432,218168,23,3440252626,0,0
2119537836,900790470,921141192,211360045,22254206,155673,162,3312828291,0,0
1520677735,1012803481,826728238,215585591,22167494,225784,718,3365407494,0,0
1805659936,1052372735,922758150,226576805,25230980,199774,509,4543909111,0,0
2183578186,694008704,1194387622,208249388,23134050,195947,4243,3251267108,0,0
1722972460,732103969,765551714,204018147,15492829,203634,448,3603274894,8873858423,1
2034213713,1138844657,831382808,234318186,13345955,181344,4317,3461012235,0,0
1622666445,863480591,952365631,206036890,15570867,224182,516,4043246856,11489695575,1
1868966460,998739500,588238633,221158279,19265333,135950,1426,3658811670,112644755284,0
2242358701,1124842588,654760518,194012499,18111172,176930,473,3229503830,0,0
1647713310,761701111,1228353457,208629805,21771262,184169,98,3716654421,0,0
2054038072,953806011,1239268822,199222855,16269540,156272,303,4051397536,0,0
2266319838,1014624110,1024193355,202480112,19166369,203330,0,4292736656,0,0
1630139245,1048408288,734612657,196064311,20085834,260354,98,3525578244,0,0
2113437847,1015842885,1141828049,218782634,19327455,195464,35,4243163126,0,0
2348642730,1147308491,1460329965,212047306,17145136,131211,1025,3753184945,0,0
1868921261,1127208435,712739205,272535657,20790640,216795,6032,3676470394,0,0
1674891283,1234808624,1076879089,201443957,19424032,134275,131,3519998313,10195230735,0
1692891302,1061735476,923380040,171925946,19457505,263098,870,4605732973,0,0
1941798979,858408994,1334499378,270157980,20777791,193813,1620,4675073507,0,0
2158578622,1101451428,1102647963,117004507,26086272,205118,31,3838791619,114513738964,0
1604778767,1125005886,789831454,249319423,24297067,198008,9101,4689327768,0,0
2674374077,832905591,1269598387,233021038,20694673,198620,90,3574377501,0,0
2707343194,813516624,864812573,242812782,23713045,178137,521,3902807594,0,0
1896743599,677838882,1572014529,153830226,22755107,259505,524,3558491279,0,0
1603821062,1066404199,1062532288,232528076,16465694,236179,9,3746096721,0,0
939006651,931315512,782572013,220843467,29959904,186314,1539,3506297716,0,0
2129572347,1333448169,1240379965,190203057,18861566,223905,334,3580264498,0,0
2530327907,1233703692,951529821,195826521,25343115,188932,1,3577819931,0,0
2246866112,1167257722,1037398412,202232338,22435346,191262,832,3543389442,0,0
2578728157,1229192006,1207647877,204302202,24434593,159400,2550,4022141271,0,0
2408534754,1111058382,941730254,234422401,25900586,211424,258,4543019655,0,0
2590821700,900230535,1270621305,162645372,13707340,222235,275,3488642993,0,0
2343426624,1314419243,1032787852,145503063,20947771,246353,10,4419793085,0,0
1692307986,1283901109,850845737,219657569,24447058,229148,408,3907435388,0,0
2187247893,827785934,1246707032,162236920,23307869,237421,1626,3588942502,0,0
2079863124,1190882946,810275321,168940413,19316297,174816,8106,2761835484,0,0
1512849577,830301932,724614189,177173089,20055629,258337,1075,4191139321,0,0
1992880046,927702903,810624593,193426631,23099849,222658,3055,3527350782,0,0
1911455895,890762990,1081422799,220647059,21468862,189378,249,3193072381,0,0
1721187844,971534214,1351848897,181510588,27357923,233792,888,3912341451,0,0
1854985349,1172187768,845303582,255265786,16499653,159817,0,4066867200,0,0
2186511980,1195460268,653732752,261406760,13005924,226511,1,2706158004,0,0
2238951370,941745797,1150930158,264042788,22834659,215118,2860,3744735455,0,0
1563484178,1154623221,972431402,248770489,19942746,208480,10172,4046956114,0,0
2085657491,971367770,972036389,172754494,18260212,174643,218,3956997836,0,0
2088243655,1278272417,979024048,145088688,24812664,186845,1716,3661274188,0,0
2088074743,830176308,1133314769,252613478,16580745,182753,0,2988188503,0,0
1841067951,776736719,846270624,149671269,17257133,257735,2211,3423234809,0,0
2292126259,888964161,827032104,182123064,22285127,155026,1643,3806452379,0,0
1803819890,1226818201,625042254,192969681,16767084,179022,38,4214450554,0,0
1702975599,1010755456,878893732,182167399,16897738,185498,352,3722853533,0,0
1612649301,994283436,992851653,266537874,17965146,172643,228,3178794510,0,0
1758404839,1134088031,929086488,182720445,16090479,169179,1360,3852633200,0,0
2400392798,890645400,1040021333,193006255,17481533,202223,414,3879461150,0,0
1976316305,817616713,1229543528,133099162,18203195,196241,13001,3825739619,0,0
1932863444,967039678,741892901,246472089,20147321,274673,0,4431754120,0,0
2394660022,1028175551,843783458,182015348,21640393,220015,3725,4001894114,0,0
2119338695,876558094,1087398798,238776296,22241244,107464,10577,2846330301,0,0
1147910093,1211907575,453800618,238309354,19318570,167095,259,3847988437,0,0
2754134239,913734592,969495463,141295173,16181294,191568,686,3538579717,0,0
1866504774,764120124,1029169882,208031017,35681583,176125,10,4078610214,0,0
1399933526,895159981,1021046609,186096755,23526820,221335,275,4530665928,0,0
1833782135,1010287879,904335496,146334394,17823013,281497,40,3672861967,112387749116,0
2097386647,1122253360,691684578,225816840,20319483,284822,1403,4084680746,0,0
1677998541,1063541965,1071593043,251975879,29674013,138210,41,3826114687,0,0
2102131068,1116117380,670848496,162427611,26981259,262051,3056,3263397123,110360078378,0
2210675064,776886925,1184890792,204446105,22166496,262915,4467,4030450575,0,0
2299359291,785883273,973067828,130024597,15081100,249238,821,2780657061,106349518303,0
1788749763,1114851328,992807103,177301585,20689474,181423,673,4580439096,123974206113,1
2396655330,717432209,771193807,236514924,18475704,224713,1561,4029861019,0,0
2784082116,758409178,1243830053,209142973,15109937,284824,194,3611732977,0,0
2368831519,984129867,964141694,229837738,21102103,210949,1016,3556901985,0,0
1946872116,1180729891,861819982,193753891,16209568,211314,12,2780832709,0,0
1700655326,1529740995,1018325946,271175235,17993810,215569,2,3230182342,0,0
2862502794,1044303041,934902301,197306713,22590367,181345,191,4369256208,0,0
1640065633,626893464,909602483,188196996,20716259,224376,6577,3949493308,39373757898,1
2009914660,699268502,1068770117,187416243,17170085,144101,1347,4239450947,0,0
2427010717,1159904828,771143557,229223481,20817355,189144,24,4379375633,0,0
2061168900,897666515,971584956,218927294,24371485,151611,93,3424149391,0,0
1910889000,672568080,723689298,188558496,14569558,161663,345,3649497137,0,0
1962154611,712075807,1010901182,239055815,20723047,154715,4077,4244316444,87245395562,1
1618609148,897835739,1055932607,160557062,24089981,166119,79,3055595729,0,0
2036121211,781735630,1133858855,267632231,12789215,223160,22250,3173541009,0,0
2658360682,913145679,686313654,187100796,20014751,211772,25,4066666179,0,0
1724434453,902733746,602810589,200684722,22753720,168742,5283,4359995172,0,0
2736867573,968812418,660465467,117360897,23894174,241060,1010,3848948250,0,0
2330622746,1125699487,1262852819,235719029,16809921,96793,59,3594548767,0,0
2264726092,1088823839,1166749874,180111144,24817786,284699,211,3717706755,0,0
2170163080,1198392325,865673098,165726571,24149409,231182,10,3919262821,0,0
1387388893,1135873411,1194532518,175956424,22995870,202275,40,3565799364,0,0
2299076881,1180299205,1056434898,251730056,15086941,188327,1,4557397347,0,0
2051393459,1276123218,1068707197,274851432,22103609,104730,15,3792283298,0,0
1596120141,1097952853,996901033,261066300,14614261,185294,1854,3663273580,0,0
1987077666,1044800389,933569396,236490973,19789629,150012,325,3757029237,0,0
1968550824,1086138011,906394907,191749946,21245392,255588,5607,3173743140,0,0
2370524316,683143771,916128166,213067285,19901107,148373,3839,3255811390,0,0
1857839035,979631698,1059443802,190049387,22599424,199326,17236,3324201560,60129661145,0
2591821950,745329977,841273639,182752288,16894343,266815,0,2990903849,0,0
2112336184,868993461,1106178997,264884208,25863925,271701,121,3705698013,4961597205,0
1935995066,871314309,1279275206,289623996,19521629,187384,2749,4024366501,0,0
2604061764,1110476823,1076860899,181460079,21292495,192878,1136,3750399287,0,0
1912646550,692544198,782548969,204126521,21273593,257729,15279,3426329019,4654059959,0
1447171783,1147201986,1182714346,271833850,12987053,198597,158,4283326216,0,0
2045880498,751657285,1085879455,177375530,21550119,248831,958,4201961719,0,0
1824817908,751953507,1243924692,120039958,24562052,180702,0,4088981922,0,0
2019546764,1026879570,992619515,132776126,17670906,98484,6766,3304454089,0,0
1876051805,849734574,1142277787,148510599,20087772,207041,127,3478391039,0,0
1679787301,1211454109,852274074,245030319,15189938,151716,12,2727802009,9004200044,0
2355529868,1123258547,1044434980,218715949,23730225,116458,26,3994283640,0,0
1872330287,1070033386,1167880468,154696335,16465687,218818,202,3911704592,0,0
1947244823,840479787,1190917956,177187146,22818490,147195,5803,2909157708,0,0
1630025579,1262736512,628727971,220713344,22148759,207317,104,4146662104,0,0
1430764878,716711002,725199250,118321879,28022693,171924,283,4489615171,0,0
1630013093,1243024000,936486823,216825149,21517816,171662,0,3851966206,7936257217,0
1752838697,959835066,746192074,167421387,20298881,213882,122,3877240095,0,0
1944539088,1068109609,1022820290,178976399,13450280,169321,791,4179201978,0,0
1860098515,1452717398,1177128902,236505337,14112355,181403,3836,4178844558,0,0
1791659408,1074917452,1091987744,206821827,20600129,169676,7553,3992443814,0,0
2451308130,877661322,773043101,195145042,18071190,176465,3355,3737179322,0,0
2200567314,729009424,1000181790,183456831,26411197,193590,368,4400396611,0,0
2566916906,1057486069,1033794512,191459854,14885490,250587,7,3765735940,0,0
2025127270,1133332239,1244707914,209595965,18215123,192607,2863,3870451102,0,0
2247344161,1142588272,1039134587,130034137,14251310,221295,149,3506139980,93127010361,0
2069290307,1120586513,902896632,209695822,24723183,266077,1071,2643126573,0,0
1825437197,780168339,1220961672,147165118,17909425,237962,33,3596594301,0,0
2480455504,1298181348,1167597131,215734912,17762352,221629,165,3615084449,0,0
1668953546,1172018569,1139641749,281447510,14081766,230266,51,3724669930,0,0
1911037656,690402882,1159090759,263646166,26426263,244001,2649,3487591813,10318599607,0
1875829726,1069085988,1071913816,223476512,22365446,222142,2495,3257732156,0,0
2250388134,923555275,1139094104,148884664,20365533,135750,909,3902681646,0,0
1808762625,996370874,927984530,227294405,18294695,195760,154,3601809016,0,0
2283504279,996833233,1061610790,258452410,19911928,152988,5115,3324442704,0,0
2062416937,1038390775,1017368362,181754680,20363350,155008,647,3456503852,0,0
1851049039,1227882819,1420088144,204670586,20355896,152468,3,3421122673,0,0
2157576517,1083951616,944797972,207542240,13029394,175052,0,3051066703,0,0
2378172938,1043152601,1010214673,234524125,20082091,194038,3363,3941635703,0,0
1410917952,728859168,1017521008,127750037,26372684,220990,14634,4228800225,0,0
1887451813,917455905,793754175,176532007,25391981,242778,835,3724387715,57156670232,0
2118802174,1023154637,1063052483,151718819,15301212,241608,931,3687363475,0,0
2839551178,733617854,1099213846,202945044,16652314,318055,772,4400171838,0,0
2303401408,1032398320,1014508773,256227798,13066595,156317,10891,4274992564,0,0
2156318008,888906056,619785945,205143335,18590530,156827,115,3786598091,0,0
2021710008,1024411041,676344560,188775476,13848737,185677,73,2592853680,0,0
1471330781,1012519056,952309978,179813915,24481301,157607,188,3916431665,8767571486,1
2030521275,985451631,1172188172,116568781,19395572,223409,1931,2955074649,0,0
2244841468,881511050,1130551439,195417621,18704620,169832,3247,4058083803,0,0
1109870481,1539729775,689150832,135355042,20760756,174798,633,3908746154,0,0
1732259157,909231775,1387030729,157216246,26397816,179183,5262,3183854750,0,0
1648260528,792407894,1343108040,193827836,17998145,184884,106,3647237783,10143786138,0
1945370212,723899718,1207896662,130133101,23849435,235276,0,3967365523,0,0
2103020227,813422241,1096390028,188168634,12833779,223794,1064,4637315086,0,0
2013124260,740893266,811876737,202567801,24119344,258008,774,4128673601,75392040482,1
1655675186,1285740053,1276787112,238603221,18622444,129326,2927,3152464882,0,0
2146831509,949400151,1137584851,201055336,12836891,184616,483,3323573363,0,0
2412944390,762361676,1083482636,186048656,23314676,216975,2054,2337089911,0,0
1467846914,981425011,1281350408,133392879,23027590,208044,4,3945467249,0,0
1510871040,1039362225,964979195,210105383,11733422,227596,12,4312592833,0,0
1779607987,1143818803,890979331,168926249,16244893,243435,3,2931118854,0,0
1507800341,1226145441,1117165677,194033129,24190718,203036,0,3367250114,0,0
1507333313,980706988,1050587344,173215939,20293674,261739,2926,4584341641,69846424835,1
1777798299,763779544,926763502,254802275,17302552,218929,3,3998176721,0,0
1825039297,680239762,773517621,166677604,15671532,149294,274,3605326848,4862933410,1
1850412926,791188822,682210844,320136243,17355767,194071,5604,4092339592,0,0
2067386504,1313144778,913362068,165278352,18243843,230696,10193,3925116033,0,0
2080924158,1318846468,784144712,193429364,21603059,185476,19003,3604758488,0,0
1592531355,1457186306,1331451484,216583055,18349681,265385,8,3760143378,0,0
2239682360,717229171,919687204,165775918,21245258,197208,18968,3712976523,0,0
2889137407,785395763,1036246743,134289581,23598617,131428,249,3593801292,0,0
1777119707,895128751,880415585,193241545,20753157,189084,62,3287555558,0,0
2445440919,995195410,1078970997,185308452,19291784,203793,1205,3753478526,0,0
1758869022,1460024654,1277048355,233589309,23840201,171983,0,4184349599,0,0
1530138209,899078884,1107426101,203519198,17593124,244491,118,3616723955,0,0
1905087506,823016446,1003200828,195218010,20100490,267936,1842,3739205185,0,0
2333622042,1110095948,573416535,184916645,17692427,134718,905,4573025877,38928796387,1
1416902336,1188385858,988353640,228297772,19674512,251385,1426,3554732132,0,0
1669192012,1162080906,1232972500,240492301,26530907,200844,41,4327943394,0,0
1844987280,831651019,832759710,228374205,16886770,199198,11903,3642277646,51364236594,0
1657179704,1059367230,631487873,181424192,22111511,149186,1,3359585758,0,0
1540551545,1118870064,826050527,210653992,20726996,133614,274,3608221227,0,0
2083971056,1147468153,1156705299,182760115,24083619,229746,1,3485809580,0,0
2092132616,953131199,1151161572,206661572,22694138,265713,1,3823287898,0,0
2411509495,1080300600,1176895579,171117654,21151922,168586,446,4470986475,96936683076,0
2962496649,741374460,1031277598,124228119,24416047,117962,20,3687441602,0,0
2198146406,1152600698,662648430,213464205,20191000,155996,4460,4630564380,0,0
1738450123,808277121,685147052,272725090,20739728,144611,6866,3092574816,83279711646,0
1652057628,1211098113,1154642079,201022456,21372426,240131,776,2781745650,0,0
1756337226,973543139,991469556,244726075,23397211,121684,11918,4311862829,0,0
2531316468,1105599000,1217844698,239363340,19537481,177202,132,4324988810,78503207430,0
1881293785,744559983,853809696,210043034,20622295,139380,14096,3798350872,0,0
2215932540,1317827107,1144693816,146504028,21869882,236290,1401,3737070143,0,0
1974971568,796455777,833745533,174611007,16426000,215322,1179,3868523051,0,0
1916275635,996219901,1008398382,162397279,21123436,196781,1522,3238133128,0,0
2037108590,1247239994,1137696525,225076832,20574133,221954,1723,3995278849,0,0
1509406390,1084205692,957983154,194810288,22684764,254437,646,4439074246,0,0
1720532309,1097536474,914062272,188395644,23126565,176945,0,3296357432,0,0
2172095038,958241437,922155808,174196940,25364679,208678,308,3665047179,0,0
2619958262,1025383025,1102773695,254258249,26673852,185751,1550,3701628845,0,0
1608599713,782692483,911479488,190496975,24881738,212157,4751,3161044415,0,0
2150170468,904751604,1125028923,232152123,14124927,140816,3,2953792246,0,0
2515280015,1179277609,895272710,205617007,15424429,169827,458,3732724891,0,0
1678907575,1415707051,828908474,171712968,28687912,221165,106,3213352203,0,0
1006191758,985171713,930201821,218021223,22287427,186162,615,4087510664,0,0
2231116023,948295585,1497446172,182323877,16594985,234258,2379,3916465901,0,0
2050806593,840558926,1139563691,224185405,17605061,251716,4,3496371130,0,0
1968491850,990603304,660010283,248337043,12804028,144536,76,4352598168,0,0
2165417755,1209958255,923813470,176373594,24542836,216535,723,3859094849,5679615218,0
1989914345,933002991,961363842,203061126,19802754,136456,694,3496729982,0,0
1338599481,1127083635,818462696,166254154,17354854,252529,511,3993005572,70199322253,1
1951839544,907380292,1074907053,209715484,23448359,189626,713,3550227709,0,0
2145654548,876648391,804320424,288068970,14161389,135591,8627,3552081030,0,0
2536871215,1088857193,1277285640,235993704,26002209,206669,0,4281250265,0,0
2155379306,1307123410,1070456655,183896946,16194758,146105,2553,4344704654,46400220217,0
1667808458,946280748,1123079102,64900862,17259560,193857,890,3701997092,0,0
1466920242,1249523120,568407468,231869332,12668405,190663,2,3800085431,0,0
1743651406,923075609,1317741117,221198455,25093809,145735,734,3589660309,0,0
2023124860,1012394433,684655059,211676306,13332001,204002,6607,3776991594,0,0
2234721687,1155038532,1615381581,159961615,24631047,216271,2166,3058849021,0,0
1778729215,1280346102,907746530,174624502,19273083,224628,53,3431932053,0,0
1701157404,1002921327,696028017,243310841,21554487,182789,3359,4707358000,0,0
2397733098,1175656206,1077814378,177191344,23224992,225744,46,3628450984,0,0
1936333773,1087330993,580977768,210490207,20607322,246474,360,3751060581,0,0
806536164,1021163740,766830888,184769507,23337083,231230,3488,3975197035,11072670618,1
1712797896,1176802894,916278418,171797081,20364089,236080,19,3404799416,0,0
2023075456,1163746679,810103883,174928100,20210753,256070,1332,3299792024,0,0
1845560176,1075450444,869217809,209926902,17852834,208200,262,3825048085,0,0
1874756271,830690133,856311018,194266585,17356947,238142,112,3486150838,0,0
1842562884,953716162,1302615906,199092722,17792367,219987,0,3726174917,5290270825,0
2167179299,1175465007,1030292436,218042123,20297507,233757,819,4369766649,0,0
2117853994,692087028,842913295,213823277,15999426,225132,31,4157854033,0,0
2783836020,1101397738,1010688200,215282418,22543412,184063,233,4476941269,0,0
2215138360,811855847,1074196820,221511050,18165887,160075,49,3687628798,60750186426,0
2057826922,548273792,1033757973,179970827,19955579,139884,18,3940947372,0,0
1365387097,1135796273,840730811,166789987,12905475,293282,764,3059747079,119335429493,0
2284602949,1227064574,1159909572,166399743,27622200,224219,307,3443882644,54512053429,0
745189074,1030617905,1240620280,214033125,19680186,205789,88,3448840385,0,0
2198832519,1291324486,849819972,157682523,19842849,197170,165,4050833222,0,0
2809223905,1081677333,994480096,271738881,17966036,163780,11626,4412391063,0,0
2166485484,803716247,716928047,165688071,20250817,192119,505,3256528264,0,0
1769153162,1048695185,872185608,227980511,24328219,158904,1717,3380660910,0,0
1744570981,905183554,727057112,219092605,19479981,227658,3190,4167435114,0,0
2022197346,914134600,838076989,175794711,17203829,162090,727,4240254219,0,0
2209001326,1017838089,969737993,213575452,21300065,280465,27,1982679661,0,0
2489902290,735606025,954007521,225659678,24569007,226976,2718,3738391323,0,0
1937921915,747218767,891738450,182219551,22517709,216559,1369,4611183210,0,0
